scientific_name	rank	author	parent	classification	source
Gloeocapsa rupestris	Species	Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa rupestris	Artsnavnebase 20170303
Gloeocapsa rupicola	Species	Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa rupicola	Artsnavnebase 20170303
Gloeocapsa sanguinea	Species	(C.Agardh) Kütz.	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa sanguinea	Artsnavnebase 20170303
Gloeocapsa tornensis	Species	Skuja	Gloeocapsa	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Gloeocapsa tornensis	Artsnavnebase 20170303
Microcystis	Genus	Kütz. ex Lemmerm.	Microcystaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis	Artsnavnebase 20170303
Microcystis aeruginosa	Species	(Kützing) Kützing	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis aeruginosa	Artsnavnebase 20170303
Microcystis botrys	Species	Teiling	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis botrys	Artsnavnebase 20170303
Microcystis firma	Species	(Kütz.) Schmidle	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis firma	Artsnavnebase 20170303
Microcystis flos-aquae	Species	(Wittr.) Kirchn.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis flos-aquae	Artsnavnebase 20170303
Microcystis ichthyoblabe	Species	Kütz.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis ichthyoblabe	Artsnavnebase 20170303
Microcystis minuta	Species	Kylin	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis minuta	Artsnavnebase 20170303
Microcystis natans	Species	Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis natans	Artsnavnebase 20170303
Microcystis novacekii	Species	(Komárek) Compère	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis novacekii	Artsnavnebase 20170303
Microcystis scripta	Species	(P.G.Richt.) Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis scripta	Artsnavnebase 20170303
Microcystis smithii	Species	Komárek & Anagn.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis smithii	Artsnavnebase 20170303
Microcystis stagnalis	Species	Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis stagnalis	Artsnavnebase 20170303
Microcystis viridis	Species	(A.Braun) Lemmerm.	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis viridis	Artsnavnebase 20170303
Microcystis wesenbergii	Species	(Komárek) Komárek	Microcystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Microcystis wesenbergii	Artsnavnebase 20170303
Radiocystis	Genus	Skuja	Microcystaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Radiocystis	Artsnavnebase 20170303
Radiocystis geminata	Species	Skuja	Radiocystis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Microcystaceae - Radiocystis geminata	Artsnavnebase 20170303
Xenococcaceae	Family	Erceg.	Chroococcales	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae	Artsnavnebase 20170303
Chroococcopsis	Genus	Geitler	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Chroococcopsis	Artsnavnebase 20170303
Chroococcopsis fluviatilis	Species	(Lagerh.) Komárek & Anagn.	Chroococcopsis	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Chroococcopsis fluviatilis	Artsnavnebase 20170303
Xenococcus	Genus	Thur. in Bornet & Thur.	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus	Artsnavnebase 20170303
Xenococcus minimus	Species	Geitler	Xenococcus	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus minimus	Artsnavnebase 20170303
Xenococcus schousboei	Species	Thuret	Xenococcus	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenococcus schousboei	Artsnavnebase 20170303
Xenotholos	Genus	Gold-Morgan, Montejano & Komárek	Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos	Artsnavnebase 20170303
Xenotholos kerneri	Species	(Hansgirg) M. Gold-Morgan, G. Montejano & J. Komárek	Xenotholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos kerneri	Artsnavnebase 20170303
Xenotholos starmachi	Species	(Geitler) Gold-Morgan, Montejano & Komárek	Xenotholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xenotholos starmachi	Artsnavnebase 20170303
Xentholos	Genus		Xenococcaceae	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xentholos	Artsnavnebase 20170303
Xentholos kerneri	Species	(Hansgirg) M. Gold-Morgan, G. Montejano & J. Komárek	Xentholos	Bacteria - Cyanobacteria - Cyanophyceae - Chroococcales - Xenococcaceae - Xentholos kerneri	Artsnavnebase 20170303
Nostocales	Order		Cyanophyceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales	Artsnavnebase 20170303
Fischerellaceae	Family		Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae	Artsnavnebase 20170303
Fischerella	Genus	(Bornet & Flahault) Gomont	Fischerellaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerella	Artsnavnebase 20170303
Fischerella ambigua	Species	(Kütz. ex Bornet & Flahault) Gomont	Fischerella	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerella ambigua	Artsnavnebase 20170303
Fischerellopsis	Genus		Fischerellaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerellopsis	Artsnavnebase 20170303
Fischerellopsis moniliformis	Species	(Fremy) F.E.Fritsch	Fischerellopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Fischerellaceae - Fischerellopsis moniliformis	Artsnavnebase 20170303
Hapalosiphonaceae	Family	Elenkin	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae	Artsnavnebase 20170303
Hapalosiphon	Genus	Nägeli ex Bornet et Flahault	Hapalosiphonaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon	Artsnavnebase 20170303
Hapalosiphon flexuosus	Species	Borzí	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon flexuosus	Artsnavnebase 20170303
Hapalosiphon fontinalis	Species	(C. Agardh) Bornet	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon fontinalis	Artsnavnebase 20170303
Hapalosiphon hibernicus	Species	W. West & G.S. West	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon hibernicus	Artsnavnebase 20170303
Hapalosiphon intricatus	Species	W. West & G.S. West	Hapalosiphon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Hapalosiphonaceae - Hapalosiphon intricatus	Artsnavnebase 20170303
Microchaetaceae	Family	Lemmerm.	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae	Artsnavnebase 20170303
Coleodesmium	Genus		Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Coleodesmium	Artsnavnebase 20170303
Coleodesmium sagarmathae	Species	Komàrek & Watanabe	Coleodesmium	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Coleodesmium sagarmathae	Artsnavnebase 20170303
Fortiea	Genus	De Toni	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea	Artsnavnebase 20170303
Fortiea rugulosa	Species	Skuja	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea rugulosa	Artsnavnebase 20170303
Fortiea striatula	Species	(Hy) De Toni	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea striatula	Artsnavnebase 20170303
Fortiea tenuissima	Species	(W.West & G.S.West) De Toni	Fortiea	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Fortiea tenuissima	Artsnavnebase 20170303
Hassallia	Genus	Berk. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia	Artsnavnebase 20170303
Hassallia bouteillei	Species	Bornet & Flahault	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia bouteillei	Artsnavnebase 20170303
Hassallia byssoidea	Species	Hassall ex Bornet & Flahault	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia byssoidea	Artsnavnebase 20170303
Hassallia pulvinata	Species	Frémy	Hassallia	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Hassallia pulvinata	Artsnavnebase 20170303
Microchaete	Genus	Thur. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete	Artsnavnebase 20170303
Microchaete grisea	Species	Thuret	Microchaete	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete grisea	Artsnavnebase 20170303
Microchaete tenera	Species	Thur. ex Bornet & Flahault	Microchaete	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Microchaete tenera	Artsnavnebase 20170303
Tolypothrix	Genus	Kütz. ex Bornet & Flahault	Microchaetaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix	Artsnavnebase 20170303
Tolypothrix distorta	Species	Kütz. ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix distorta	Artsnavnebase 20170303
Tolypothrix distrota	Species	Kützing ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix distrota	Artsnavnebase 20170303
Tolypothrix lanata	Species	(Desvaux) Wartmann ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix lanata	Artsnavnebase 20170303
Tolypothrix limbata	Species	Thur. ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix limbata	Artsnavnebase 20170303
Tolypothrix penicillata	Species	(C.Agardh) Thuret ex Bornet & Flahault	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix penicillata	Artsnavnebase 20170303
Tolypothrix polymorpha	Species	Lemmermann	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix polymorpha	Artsnavnebase 20170303
Tolypothrix rivularis	Species	Hansg.	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix rivularis	Artsnavnebase 20170303
Tolypothrix saviczii	Species	Kossinskaja	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix saviczii	Artsnavnebase 20170303
Tolypothrix tenuis	Species	Kützing	Tolypothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Microchaetaceae - Tolypothrix tenuis	Artsnavnebase 20170303
Nostocaceae	Family	Eichler	Nostocales	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae	Artsnavnebase 20170303
Anabaena	Genus	Bory ex Bornet & Flahault	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena	Artsnavnebase 20170303
Anabaena aequalis	Species	Borge	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena aequalis	Artsnavnebase 20170303
Anabaena affine	Species	(Lemmerm.) Wacklin, L.Hoffm. & Komárek	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena affine	Artsnavnebase 20170303
Anabaena augstumalis	Species	Schmidle	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena augstumalis	Artsnavnebase 20170303
Anabaena baltica	Species	E.J.Schmidt	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena baltica	Artsnavnebase 20170303
Anabaena circinalis	Species	Rabenhorst	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena circinalis	Artsnavnebase 20170303
Anabaena cylindrica	Species	Lemmermann	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena cylindrica	Artsnavnebase 20170303
Anabaena delicatula	Species	Lemmermann	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena delicatula	Artsnavnebase 20170303
Anabaena echinospora	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena echinospora	Artsnavnebase 20170303
Anabaena elliptica	Species	Lemmerm.	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena elliptica	Artsnavnebase 20170303
Anabaena flos-aquae	Species	(Lyngbye) Brébisson ex Bornet & Flauhault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena flos-aquae	Artsnavnebase 20170303
Anabaena inaequalis	Species	(Kützing) Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena inaequalis	Artsnavnebase 20170303
Anabaena lapponica	Species	Borge	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lapponica	Artsnavnebase 20170303
Anabaena laxa	Species	A.Braun ex Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena laxa	Artsnavnebase 20170303
Anabaena lemmermannii	Species	P. Richter	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lemmermannii	Artsnavnebase 20170303
Anabaena levanderi	Species	Lemmerm.	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena levanderi	Artsnavnebase 20170303
Anabaena lohammarii	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena lohammarii	Artsnavnebase 20170303
Anabaena miniata	Species	Skuja	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena miniata	Artsnavnebase 20170303
Anabaena minutissima	Species	Lemmerm.	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena minutissima	Artsnavnebase 20170303
Anabaena mucosa	Species	J. Komárková-Legnerová & P. Eloranta	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena mucosa	Artsnavnebase 20170303
Anabaena oscillarioides	Species	Bory ex Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena oscillarioides	Artsnavnebase 20170303
Anabaena planktonica	Species	Brunnthaler	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena planktonica	Artsnavnebase 20170303
Anabaena pseudoscillatoria	Species	Bory de Saint-Vincent	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena pseudoscillatoria	Artsnavnebase 20170303
Anabaena sphaerica	Species	Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena sphaerica	Artsnavnebase 20170303
Anabaena spiroides	Species	Klebahn	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena spiroides	Artsnavnebase 20170303
Anabaena spiroides var. minimum	Variety	Nygaard	spiroides	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena spiroides var. minimum	Artsnavnebase 20170303
Anabaena subcylindrica	Species	Borge	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena subcylindrica	Artsnavnebase 20170303
Anabaena tenericaulis	Species	Nygaard	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena tenericaulis	Artsnavnebase 20170303
Anabaena torulosa	Species	Lagerheim ex Bornet & Flahault	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena torulosa	Artsnavnebase 20170303
Anabaena verrucosa	Species	J.B.Petersen	Anabaena	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaena verrucosa	Artsnavnebase 20170303
Anabaenopsis	Genus	(Wolosz.) V.V.Mill.	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaenopsis	Artsnavnebase 20170303
Anabaenopsis arnoldii	Species	Aptekarj	Anabaenopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaenopsis arnoldii	Artsnavnebase 20170303
Anabaenopsis circularis	Species	(G.S. West) Woloszynska & Miller	Anabaenopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaenopsis circularis	Artsnavnebase 20170303
Anabaenopsis elenkinii	Species	V.V.Mill.	Anabaenopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaenopsis elenkinii	Artsnavnebase 20170303
Anabaenopsis milleri	Species	Woron.	Anabaenopsis	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Anabaenopsis milleri	Artsnavnebase 20170303
Aphanizomenon	Genus	Morren ex Bornet & Flahault	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon	Artsnavnebase 20170303
Aphanizomenon balticum	Species	nomen provis.	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon balticum	Artsnavnebase 20170303
Aphanizomenon flexuosum	Species	Komárek & Kovácik	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon flexuosum	Artsnavnebase 20170303
Aphanizomenon flos-aquae	Species	(Linnaeus) Ralfs ex Bornet & Flahault	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon flos-aquae	Artsnavnebase 20170303
Aphanizomenon flos-aquae var. klebahnii	Variety	Elenkin	flos-aquae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon flos-aquae var. klebahnii	Artsnavnebase 20170303
Aphanizomenon gracile	Species	Lemmermann	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon gracile	Artsnavnebase 20170303
Aphanizomenon hungaricum	Species	Komárk.-Legn. & Mátyás	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon hungaricum	Artsnavnebase 20170303
Aphanizomenon issatschenkoi	Species	(Usacev) Proschk.-Lavr.	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon issatschenkoi	Artsnavnebase 20170303
Aphanizomenon klebahnii	Species	Elenkin ex Pechar	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon klebahnii	Artsnavnebase 20170303
Aphanizomenon skujae	Species	Komárk.-Legn. & Cronberg	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon skujae	Artsnavnebase 20170303
Aphanizomenon volzii	Species	(Lemmerm.) Komárek	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon volzii	Artsnavnebase 20170303
Aphanizomenon yezoense	Species	M.Watan.	Aphanizomenon	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aphanizomenon yezoense	Artsnavnebase 20170303
Aulosira	Genus	Kirchner ex Bornet & Flahault	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aulosira	Artsnavnebase 20170303
Aulosira implexa	Species	Bornet & Flahault	Aulosira	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aulosira implexa	Artsnavnebase 20170303
Aulosira laxa	Species	O. Kirchner ex Bornet & Flahault	Aulosira	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Aulosira laxa	Artsnavnebase 20170303
Cuspidothrix	Genus	P.Rajan., Komárek, Willame, Hrouzek, Katovská, L.Hoffm. & Sivonen	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cuspidothrix	Artsnavnebase 20170303
Cuspidothrix issatschenkoi	Species	(Usacev) P.Rajan., Komárek, Willame, Hrouzek, Katovská, L.Hoffm. & Sivonen	Cuspidothrix	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cuspidothrix issatschenkoi	Artsnavnebase 20170303
Cylindrospermum	Genus	Kütz. ex Bornet & Flahault	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cylindrospermum	Artsnavnebase 20170303
Cylindrospermum licheniforme	Species	(Bory) Kützing ex Bornet & Flahault	Cylindrospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cylindrospermum licheniforme	Artsnavnebase 20170303
Cylindrospermum maius	Species	Kütz. ex Bornet & Flahault	Cylindrospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cylindrospermum maius	Artsnavnebase 20170303
Cylindrospermum stagnale	Species	Kütz. ex Bornet & Flahault	Cylindrospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Cylindrospermum stagnale	Artsnavnebase 20170303
Dolichospermum	Genus	(Ralfs ex Bornet & Flahault) Wacklin, L.Hoffm. & Komárek	Nostocaceae	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum	Artsnavnebase 20170303
Dolichospermum circinale	Species	(Rabenh. ex Bornet & Flahault) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum circinale	Artsnavnebase 20170303
Dolichospermum circinale var. macrosporum	Variety		circinale	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum circinale var. macrosporum	Artsnavnebase 20170303
Dolichospermum compactum	Species	(Nygaard) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum compactum	Artsnavnebase 20170303
Dolichospermum crassum	Species	(Lemmerm.) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum crassum	Artsnavnebase 20170303
Dolichospermum curvum	Species	(H.Hill) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum curvum	Artsnavnebase 20170303
Dolichospermum danicum	Species	(Nygaard) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum danicum	Artsnavnebase 20170303
Dolichospermum ellipsoides	Species	(Bolochoncev ex Voronichin) P.Wacklin, L.Hoffmann & J.Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum ellipsoides	Artsnavnebase 20170303
Dolichospermum farciminiforme	Species	(Cronberg & Komárk.-Legn.) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum farciminiforme	Artsnavnebase 20170303
Dolichospermum flos-aquae	Species	(Bréb. ex Bornet & Flahault) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum flos-aquae	Artsnavnebase 20170303
Dolichospermum fuscum	Species	(H.Hill) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum fuscum	Artsnavnebase 20170303
Dolichospermum heterosporum	Species	(Nygaard) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum heterosporum	Artsnavnebase 20170303
Dolichospermum lemmermannii	Species	(P.G.Richt.) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum lemmermannii	Artsnavnebase 20170303
Dolichospermum lemmermannii var. minor	Variety	Komark.-Legn.	lemmermannii	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum lemmermannii var. minor	Artsnavnebase 20170303
Dolichospermum macrosporum	Species	(Kleb.) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum macrosporum	Artsnavnebase 20170303
Dolichospermum mendotae	Species	(Trel.) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum mendotae	Artsnavnebase 20170303
Dolichospermum mucosum	Species	(Komárk.-Legn. & Eloranta) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum mucosum	Artsnavnebase 20170303
Dolichospermum perturbatum	Species	(H.Hill) Wacklin, L.Hoffm. & Komárek	Dolichospermum	Bacteria - Cyanobacteria - Cyanophyceae - Nostocales - Nostocaceae - Dolichospermum perturbatum	Artsnavnebase 20170303
